description,price,num_house
"Vị trí: Lầu 2, Lô G Chung cư Đồng Diều, P.4, Q.8
Nội thất: nhà mới sơn sửa, nội thất cơ bản: 2 máy lạnh, rèm cửa, 1 giường, 1 bàn, tủ âm tường
Tiện ích: Gần chợ, trường học, bệnh viện. Khu dân cư yên tĩnh. Di chuyển qua quận 5, quận 1 khoảng 10 phút.
Phí hàng tháng: 190k/tháng, giữ xe máy 90k/chiếc. Bảo vệ 24/24
Giá thuê: 7 triệu/tháng. Có TL cho người thiện chí và hợp đồng thuê 1 năm trở lên
Liên hệ: - Dung (xem nhà sau giờ hành chính, QC vui lòng không gọi).
Cảm ơn vì đã đọc tin.
Trân trọng./.",7000000.0,one
"cho thuê căn hộ an bình 78m2, 11trth, 2 phòng ngủ, 2 tolet, full nội thất",11000000.0,one
"Chung RUBY LAND, LÊ QUÁT Quận Tân Phú.
- Vị Trí: GẦN CÔNG VIÊN ĐẦM SEN Cho thuê nhanh:
+ Căn 2PN 2WC. 
+ Full nội thất như hình, chi cần xách vali vào ở ngay.
+ Diện tích: 75M2
+ Giá: 7.5 triệu/ tháng",7500000.0,one
"Cho thuê căn hộ cao cấp Him Lam Phú An - Quận 9. Nhận nhà ở ngay, mới 100%.
(Ngay chân cầu Rạch Chiếc rẽ phải vào đường Nam Hòa).

Thông tin căn hộ:
- Diện tích 100m2 loại 3PN, giờ chị mình cho nữ thuê lại 1PN 1WC riêng giá 3.5tr bao phí quản lý.
- bếp dùng chung, phòng chụp như hình
- Nội thất có sẵn: Tủ bếp trên dưới, mặt bếp bằng đá, bồn rửa đôi, bếp điện và máy hút mùi hiệu Teka, toilet đầy đủ thiết bị vệ sinh của Kohler và máy nước nóng Ferroli, sàn gỗ và đèn Led. (hình ảnh đính kèm).

Trong khu có sẵn nhà trẻ, công viên cây xanh, đầy đủ tiện ích như siêu thị 24h (Sài Gòn Coop), công viên, hồ bơi, cafe, gym...

- Giá cho thuê bao gồm phí quản lý 1 năm + rèm cửa.
- Phí gửi xe máy: 120 nghìn/chiếc/tháng.
- Điện nước net theo giá nhà nước.
lh: để xem nhà, mình đăng dùm chị mình ở Hà Nội vào Sài Gòn làm việc",3500000.0,one
"Cho thuê căn hộ mới , đẹp có 2 phòng ngủ 2 wc
Khu căn hộ có nhiều tiện ích công cộng : hồ bơi, công viên, trường mẫu giáo, siêu thị ,....
Giá cho thuê 7,5 triệu / tháng",7500000.0,one
"Căn hộ dịch vụ
7.000.000
Cam kết như hình 100%
Ưu điểm:
- Gần trung tâm bước ra Bùi Viện 50m (nhưng rất yên tĩnh)
- Mỗi phòng có bếp riêng biệt để tự do nấu ăn thoải mái
- Dịch vụ cleaning 1 tuần/ 1 lần
- Khoá thẻ từ an ninh
- Bồn tắm thoải mái ngâm mình thư giãn sau giờ làm việc.

Địa chỉ: 28/26 Đỗ Quang Đẫu. P. Phạm Ngũ Lão, Q1
Có hoa hồng cho ace môi giới giá thị trường (k có nhu cầu đăng tin chạy tin ạ)",7000000.0,one
"Tôi cần cho thuê căn hộ Celadon City
Căn hộ 50m2, 1pn, 1wc, nhà trống dọn ở ngay
Căn hộ sạch đẹp, an ninh, yên tĩnh, nhiều tiện ích: nhà trẻ, siêu thị, công vien, phòng TDTT...
Diện tích 50m2
Giá:6,5 trieu
Liên hệ Ms Lệ",6500000.0,one
hướng Đông nam.ha phòng ngủ hai toilet.1 phòng khách nhà bếp.có thể ở theo đình kinh doanh online làm văn phòng.không tiếp báo đài và trung gian xin đừng làm phiền.cảm ơn chợ tốt duyệt từ tin,7000000.0,one
"LÝ DO BẠN NÊN ĐẾN CĂN HỘ CỦA CHÚNG TÔI CHỨ KHÔNG PHẢI NHỮNG NƠI KHÁC
1️⃣ Vị trí tuyệt vời ngay trung tâm quận Tân Phú, xung quanh đầy đủ tiện ích
2️⃣Nội khu yên tĩnh mà lại rất an ninh, đầy đủ quán ăn cafe Văn Minh hiện đại
3️⃣Tòa nhà sạch sẽ, có lao công dọn dẹp hằng ngày, thang máy hiện đai
4️⃣Nội thất cao cấp bằng gỗ, đầy đủ chỉ cần xách vali vào là có thể ở ngay
5️⃣Phòng có ban công cửa sổ siêu lớn, tạo đọ thoáng tuyệt vời cho căn phòng
6️⃣CĂN HỘ đang khai trương với giá cực tốt cùng hấp dẫn",5300000.0,one
cần cho thuê hay bán CHHCC Novoland graden gate p9 q.PN cách sb 500m ngay cv gia định full nội thất vào chỉ v ở luôn,21000000.0,one
"Cho thuê căn hộ lô E 2PN celadon Tân Phú
11.000.000 đ/tháng- 74 m2, 2 phòng ngủ 2 tolet, nội thất cơ bản.",11000000.0,one
"Cho thuê phòng trọ số 670/44 Đoàn Văn Bơ, quận 4, TPHCM
Diện tích: 50m2, ở 4-6 người
Full nội thất
Căn có gác lửng
Bải giữ xe rộng rãi, an ninh
Giá phòng 7tr
đê xem phòng khách ơi ❤️❤️",7000000.0,one
"🖤 58/?/? Tôn Thất Thuyết Q4🖤
💪Cửa phòng khoá bằng vân tay🌈 hoặc bấm mật mã xịn xò
💪Nội thất mới hoàn toàn đến từ thương hiệu cao cấp
💪Toà nhà trang bị 4 máy giặt 4 máy sấy💫 hỗ trợ khách kịp thời
💪Bạn bè đến chơi thoải mái
👍Hẻm oto vào được
👍Gần trường ĐH Tài Chính Marketing 🌲và trường ĐH Nguyễn Tất Thành
💰Giá:5tr5 (căn trong hình) full nội thất

☎️🗣Nhanh tay liên hệ hoặc ib trực tiếp để được tư vấn và xem phòng miễn phí",5500000.0,one
"Cho thuê Căn hộ chung cư Nguyên Căn 70m², 2 phòng ngủ, 2 toilets. Gần chợ đầu mối Bình Điền, đi về trung tâm Q.1 30phút, về khu đô thị Phú Mỹ Hưng Q.7 15phút.",4500000.0,one
"Thông tin chi tiết:

Diện tích : 72 m2.
Bao gồm: 2 phòng ngủ, 2 Toilet ,căn góc nên view rất đẹp.
Căn hộ vừa mới bàn giao, nhà trống.
Cửa hướng Tây Bắc – View Đông Nam.
View Quận 1, hồ bơi, tuyến metro. Căn góc đẹp chung cư.
Tiện ích nội khu: cafeshop, trung tâm thương mại, siêu thị, hồ bơi,..
Ưu tiên gia đình thuê ở, văn phòng công ty,..
Thanh toán từng tháng
Giá: 10 triệu/tháng.
Hãy nhanh tay liên hệ với chúng tôi để được tư vấn miễn phí!.",10000000.0,one
"Tầng 10 block B
50m2 1pn 1wc
FULL NỘI THẤT
CC SAIGON HOMES
6,5TR/thág",6500000.0,one
"1pn và 1 bếp, pk và wc (1 tầng riêng biêt) full NT 6tr5.
Ban công rộng lớn, có thể trồng cây, cho nuôi thú cưng",6500000.0,one
"Căn hộ cao cấp Masteri Millennium Quận 4:
- Loại căn hộ: 2PN 2WC, 75m2.
- Giá thuê: 21tr/tháng
- Bàn giao Full nội thất
- Nhà đẹp, thoáng mát.
(THUÊ AI CŨNG VẬY, THUÊ EM ĐỂ EM CÓ TIỀN CƯỚI VỢ Ạ)
***************
Căn hộ Millennium tọa lại tại 132 Bến Vân Đồn, Quận 4.
- Chân cầu Ông Lãnh.
- Cách Trung Tâm Quận 1 chỉ 1 cây cầu
- Khu đại gia ở, dân trí cao
- Khu vực giao thông tiện lợi các Quận: Q7, Q8, Q1, Q3,...
- Ban quản lý SAVILLS cực kì an ninh và chuyên nghiệp.

Liện hệ em Minh Vui vẻ, đi xem nhà thoải mái.",21000000.0,one
"Cho thuê phòng trọ số 670/44 Đoàn Văn Bơ, quận 4, TPHCM
Diện tích: 50m2, ở 4-6 người
Full nội thất
Căn có gác lửng
Bải giữ xe rộng rãi, an ninh
Giá phòng 7tr
LH đê xem phòng khách ơi ❤️❤️",7000000.0,one
"🖤 58/?/? Tôn Thất Thuyết Q4🖤
💪Cửa phòng khoá bằng vân tay🌈 hoặc bấm mật mã xịn xò
💪Nội thất mới hoàn toàn đến từ thương hiệu cao cấp
💪Toà nhà trang bị 4 máy giặt 4 máy sấy💫 hỗ trợ khách kịp thời
💪Bạn bè đến chơi thoải mái
👍Hẻm oto vào được
👍Gần trường ĐH Tài Chính Marketing 🌲và trường ĐH Nguyễn Tất Thành
💰Giá:5tr5 (căn trong hình) full nội thất

☎️🗣Nhanh tay liên hoặc ib trực tiếp để được tư vấn và xem phòng miễn phí",5500000.0,one
"Cho thuê Căn Hộ mini Quận 4 mới cứng 😉
Địa chỉ: 670/ Đoàn Văn Bơ P.16 Q.4

❗️ Chỉ còn 1 phòng duy nha các bác❗️

GIỜ GIẤC TỰ DO - Mỗi Phòng có bếp riêng & 1 khu vực nấu ăn chung

🔸 Giường 1m6x2m
🔸 Nệm 1m6 Cao Su + Drap Xịn Sò
🔸 Bàn Ăn
🔸 Tủ quần áo
🔸 Kệ Bếp Riêng 1m5
🔸 Máy Lạnh Inverter đời mới
🔸 Tủ Lạnh
🔸 Máy Nước Nóng
🔸 Hệ thống chiếu sáng led tiết kiệm điện

✔ Hầm để xe
✔ Thang Máy Tốc Độ Cao
✔ Hệ thống Internet chuẩn Gaming 300mbs
✔ Cách chợ 5 bước chân
✔ Hệ Thống Cửa Vân Tay 2 lớp (Cửa Sắt, Cửa Cuốn)
✔ Sân Thượng là khu vực giặc giũ + Phơi Đồ

☎ Liên hệ (điện thoại hoặc ib Zalo) để xem phòng.",6000000.0,one
"_Cho thuê căn hộ 3PN full nội thất Moonlight parkview đường số 7
_Diện tích :78m2 :3Pn.2WC
_Giá thuê ;15tr/tháng
_Nội thất :đầy đủ nội thất (Bàn ghế ,so fa ,bàn ăn ,ti vi ,tủ lạnh ,máy lạnh ,rèm cửa ) v,v....
_Tiện ích nội khu :Hồ bơi ,công viên ,nhà sinh hoạt cộng đồng ,nhà trẻ ,sân vườn
_Tầng shophouse thương mại đầy đủ tiện ích
_Tiện ích xung quanh :Cạnh siêu thị Eaon Mall Bình tân ,công Viên Phú Lâm ,bến xe miền tây ,ngân hàng ,bệnh viện ,trường học v,v....
_Xem nhà trực tiếp :ms.Huệ",15000000.0,one
"căn hộ 20m2 wc khép kín,có ban công,cửa sổ có rèm,có điều hoà,bếp sàn gỗ,phòng dẹp ấm cúng thích hợp hộ gia đình ,văn phòng ở,có phòng đôi điện tích từ 16 m2 đến 30m2 tùy khách chọn,camera khoá vân tay an ninh,giừo giấc tự do không chung chủ",2500000.0,one
"Dự án: Căn Studio - Quận 1.
Thông tin chi tiết: Góc cho thuê phòng Studio, 1PN+1WC
Địa chỉ: Điện Biên Phủ, Phường Đa Kao, Quận 1
Giờ giấc tự do,không chung chủ
Điện 4000kwh, nước 100k/phòng, phòng có ban công thoáng mát
Diện tích phòng là 30m2
Phòng đầy đủ nội thất, tiện nghi

Liên hệ xem nhà: em Tùng",8500000.0,one
"Cho thuê căn hộ Babylon âu cơ Tân Phú
8.000.000 đ/tháng- 55 m2
nội thất cơ bản
miễn mô giới, quảng cáo.",8000000.0,one
"Cần cho thuê căn hộ 8x Đầm Sen 1pn, 1wc
Nội thất thoáng, sạch, đẹp, yên tĩnh, đầy đủ tiện ích: sieu thị, nhà trẻ, phòng tập gym,...
Từ căn hộ 8x Đầm Sen đi đên trung tâm sg dễ dàng nhanh chóng.
Nhà trống dọn ở
Diện tích: 50m2
Giá: 7 triu/ tháng
Lien hệ Ms Lệ",7000000.0,one
"Căn hộ bàu cát 2 Quận Tân Bình 70m² 2PN
12.000.000 đ/tháng- 70 m2
cần cho thuê gấp Căn hộ bàu cát 2, 2PN, 2 WC, ban công full nội thất
Mới 100%
miễn mô giới, quảng cáo.",12000000.0,one
"Dự án: Chung Cư Resco An Hội 3.
Thông tin chi tiết: Cho thuê căn hộ chung cư vị trí: Chung cư An Hội 3 (An Hội Resco) đường Số 57 - Phạm Văn Chiêu, P14, Gò Vấp.
- Diện tích: 74m2 gồm 2PN, 1WC, 1PK, bếp, logia, ban công thoáng mát.
- Tiện ích:
- Bán kính 500m đầy đủ chợ, siêu thị.
- Gần chợ Thạch Đà, chợ rau, siêu thị Metro, gần sân chơi thể thao.
- Chung cư mới xây xong, mới nhận bàn giao có thể dọn vào ở ngay, thiết kế đẹp, thoáng mát, nhiều cửa sổ, nhiều ánh sáng.
- Điện nước giá nhà nước.
- Phù hợp với gia đình đông người ở rộng rãi, thoải mái
- Giá cho thuê 7 tr/tháng, tiếp người thiện chí.
- Liên hệ chính chủ",7000000.0,one
"cần cho thuê căn hộ The Sun Avenue Q2 giá rẻ rộng đẹp thoáng mát mới tinh 100%

DT.54m2 1PN.1.phòng làm việc

Miễn phí hồ bơi gym BBQ


LH.hạnh xem nhà ,,( zalo.viber)",14000000.0,one
"MEGAS - Khai trương toà nhà 168 phòng qui mô lớn Quận Tân Phú từ trước tới nay.

Bao gồm các tiện ích : Cafe, gym, yoga, hầm gửi xe, sân thượng view toàn thành phố, 2 thang máy, sảnh thương mại, cơ sở vật chất mới 100%. ✨✨

🔥 Đầy đủ nội thất từ A-Z
🔥 Thang máy, hầm giữ xe
🔥 Thuận tiện di chuyển",5301000.0,one
"🌈 Nhiều tiện ích xung quanh: BigC Âu Cơ, chợ, các quán ăn, trường học, bệnh viện Tân Phú, ...

🌈 Giờ giấc tự do, bảo vệ, camera an ninh phủ khắp toà nhà

🌈 Đội ngũ quản lý Toà Nhà chuyên nghiệp

🌈 Phòng rộng thoáng mát kèm ban công riêng

☎️ Liên hệ sđt bên dưới hoặc Zalo để sở hữu ngay căn hộ đầu tiên và đẹp tại Toà Nhà",5300000.0,one
"Cho thuê căn hộ Studio Full NT Bao Phí.
River Gate 131-135 Bến Vân Đồn, Q4.",11000000.0,one
"Cho thuê CH CC STARLIGHT MỚI BÀN GIAO 100%
- diện tích: 60m2, 2 phòng ngủ, 1 nhà vệ sinh, 2 ban công
View đẹp thoáng mát, kế bên CH Him Lam Chợ Lớn, đi từ 491 Hậu Giang vào tuyệt vời
Chung cư Cao Cấp mới bàn giao, phù hợp ở gia đình và kinh doanh online
Vị trí thuận tiện di chuyển qua Chợ Lớn, ngay Cầu Hậu Giang, gần Vòng Xoay Phú Lâm
Xung quanh đầy đủ tiện ích, nhà hàng, quán ăn cafe. Hậu Giang là cung đường Ăn Uống q6
- GIÁ THUÊ RẺ BÈO: 7.500.000 đồng 1 tháng
Liên hệ xem nhà trao đổi nhé",7500000.0,one
"Tôi cần cho thuê full nội thất như hình

71m2 , 2 phòng ngủ, 2 toilet, căn góc

xe máy 80 k/ 2 chiếc đầu

xe hơi 800 k/ chiếc

Điện nước tính theo giá nhà nước

Liên hệ để xem trực tiếp",9000000.0,one
"Dự án mới: Căn hộ Celadon City khu Emerald
Thông tin chi tiết: Dự Án: Celadon City

Cho thuê căn hộ Celadon City, khu Emerald Q. Tân Phú
- Diện tích: 65m2, 2PN,Nội thất đầy đủ

nhà sạch đẹp thoáng mát.
- Căn hộ cao cấp, vị trí đẹp, công viên lớn, kế bên siêu thị Aeon Nhật Bản.
- Tiện ích đầy đủ: Hồ bơi, siêu thị, tầng thương mại, mầm non, cf, công viên, gym, spa, BBQ...
Em xin cảm ơn đã xem tin.",11000000.0,one
"Cho thuê chung cư Peridot.
Địa chỉ: 226/51 An Dương Vương, phường 16, quận 8 (gần chợ Mỹ Thuận).
Diện tích sàn 75m2 có 2 phòng ngủ, 2 wc.
thuộc tầng 9 nên thoáng mát, yên tĩnh
hệ thống PCCC hiện đại, bảo vệ an toàn an ninh 24/7
Giáp bên quận 6 và Bình Tân.
Gần bên đại lộ Võ Văn Kiệt thuận tiện di chuyển đến trung tâm thành phố.
Giá thuê 6 triệu/tháng",6000000.0,one
"Cần cho thuê căn hộ Topaz Home ngay MT Phan Văn Hớn.

Giá 8.5tr/tháng. Căn 3 PN diện tích 70m2-3PN.2WC.

Gồm 3 máy lạnh, rèm cửa, tủ lạnh, máy giặt, máy nc nóng..

LH: Lộc để xem nhà",8500000.0,one
"Cho thuê căn hộ chung cư Richstar Quận Tân Phú.
- Diện tích: 53m2, 2 phòng ngủ, 1 toilet, nhà mới sạch đẹp thoáng mát, lầu cao view đẹp.
- Tiện ích: Hồ bơi, phòng gym, spa, nail, siêu thị, công viên, cafe, quán ăn,... Khu an ninh 24/24h.
- Giá 11 triệu/tháng.Nội thất đầy đủ.Cần tìm khách thiện chí. em hỗi trợ từ a-z.",11000000.0,one
"CHO THUÊ CĂN HỘ CAO CẤP THE GOLD VIEW - NỘI THẤT CHÂU ÂU

☘️ Cho thuê căn hộ 80m2, 2pn, 2wc, có ban công rộng rãi thoáng mát, view đẹp.
☘️ Nội thất theo phong cách sang trọng mà gần gũi
☘️ View thoáng mát
☘️ Nhà đẹp có thể dọn vô ở ngay.

🌤 Trung tâm thương mại 5 tầng
- Rạp chiếu phim.
- Phòng gym California, spa, nhà trẻ nội khu, phòng sinh hoạt cộng đồng.
- Hồ bơi tràn Singapore trên tầng 27 - tầng 5 TTTM.
- Thang máy tốc độ cao, hệ thống PCCC tiêu chuẩn Quốc tế.
- Khu vườn BBQ, vườn treo đài phun nước lần đầu tiên xuất hiện tại HCM
LH Ms Vi",20000000.0,one
"⚡️⚡️Chuỗi căn hộ - phòng trọ cao cấp tháng 3.Vượt xa cơn sốt CORONA ^^⚡️⚡️
🏠🏠Hiện tại dịch viêm phổi cấp đang làm chấn động cả thế giới. Còn căn hộ mini của chúng tôi đang làm chấn động thị trường cho thuê ở khu vực Tân Phú rộng hơn là Sài Gòn.
Trong vài ngày mở booking đã có rất nhiều khách hàng sẵn sàn cọc đủ để được ở nhưng không được vì tính chuyên nghiệp của nó.
Khách hàng phải booking nhận số, đợi đến ngày mở cho thuê sẽ được chọn căn mình thích.
Chỉ cần như vậy thì bạn cũng đã biết đội ngủ điều hành, quản lý như thế nào rồi? Thuê ở đây bạn sẽ là ‘thượng đế’ thực sự.
🍀🍀🍀Hình ảnh thực 100%, xem hình cảm nhận và gọi ( nhắn tin) ngay cho tôi để được tư vấn tận tình.🍀🍀🍀",5301000.0,one
"Cần cho thuê gấp căn hộ tại 95 Nguyễn Phi Khanh, P. Tân Định, Q1 - giá từ 7.5 - 8.5tr. DT: 40m2 - 35m2 có ban công, bếp riêng, full nội thất. Nhà mới ở được ngay.
Phòng tại khu vực trung tâm, thuận tiện đi lại. Cách chợ Tân Định 100m.
Nội thất mới, đầy đủ tiện nghi, có phòng tắm xông hơi. Có bếp và ban công riêng.
Có người dọn phòng sạch sẽ, có người quản lý căn hộ an bình 24/24.
Sàn gỗ thật 100%, ban công thoáng mát. Thang máy 450kg.
Phù hợp vợ chồng, NVVP. Giờ giấc tự do, khoá từ hiện đại an ninh. Để xe miễn phí, wifi, cáp.

Chỉ tính thêm tiền điện, 3,500/kw.
Vệ sinh, thay ga gối 1/tuần.
LH: để xem nhà.
Nhờ các bạn Agent chạy giúp, có hoa hồng môi giới.",7600000.0,one
"Dự án: Căn hộ Studio - Quận 1.
Thông tin chi tiết: Cho thuê phòng Studio tại chung cư Quận 1
Giờ giấc tự do,không chung chủ
Phòng diện tích 33m2, đầy đủ bếp, vệ sinh, 2 giường queen, gác lửng, smart tivi, quầy bar...
Điện 4000kwh, nước 100k/tháng
studio tại chung cư Nguyễn Thái Bình, quận 1, đi bộ 5p ra chợ Bến Thành. Chung cư có thang máy, có bảo vệ, và bãi giữ xe
Giá cho thuê (bao bao phí quản lí)
Địa chỉ: Nguyễn Thái Bình, P.Nguyễn Thái Bình, Q.1
Hotline: em Tùng",11000000.0,one
